Calories,Carbs,Description,Fat,Image,Ingredients,Protein,Title,link
284,32 g,A great spinach noodle lasagna recipe.,7 g,recipes-for-bodybuilders-11-header-960x540.jpg,"1 pound spinach noodles;2 whole red onion, sliced;1 clove garlic, chopped;¼ cup white wine;2 lb lean ground beef;4 medium whole (2-3/5  dia) tomatoes;7 oz tomato paste;2 cup fat-free cottage cheese;2 tsp, leaves oregano;2 large egg whites;2 cup spinach",24 g,Spinach Noodle Lasagna,https://www.bodybuilding.com/recipes/spinach-noodle-lasagna
157,25 g,Enjoy this delicious cottage cheese recipe.,1 g,blueberry-and-cottage-cheese-insanity-header-960x540.jpg,1 cup fat-free cottage cheese;¼ cup skim milk;¾ cup buckwheat flour;2 large egg whites;1½ tsp lemon juice;1 cup blueberries,12 g,Blueberry And Cottage Cheese Insanity,https://www.bodybuilding.com/recipes/blueberry-and-cottage-cheese-insanity
363,12 g,A post workout chicken and white wine sauce recipe.,7 g,workout-chicken-and-white-wine-sauce-header-960x540.jpg,"4 piece chicken breast;¼ cup mushrooms, sliced;½ cup white wine;1 tsp lemon juice;½ tsp dried dill;½ cup skim milk;½ cup bread crumbs",63 g,Workout Chicken and White Wine Sauce,https://www.bodybuilding.com/recipes/workout-chicken-and-white-wine-sauce
295,2 g,"Rich and Sarah chose to make petit sirloin steaks with bleu cheese crumbles, sauteed zucchini, and garlic grilled potatoes. For dessert, Sarah made a strawberry shortbread pie. Can you really eat all this on a diet? Yes, you can. Try the recipes and check the nutrition facts.",16 g,fit-dinner-for-two-graphic-3-header-960x540.jpg,"8 oz sirloin steak, about 1 inch thick;½ tsp kosher salt;½ tsp, ground black pepper;½ tbsp onion flakes;¼ tsp garlic powder;⅛ cup, chopped roasted red pepper;¼ tsp, leaves thyme;¼ tsp rosemary;¼ tsp coriander;1 oz bleu cheese",36 g,Bleu Cheese Petit Sirloin,https://www.bodybuilding.com/recipes/bleu-cheese-petit-sirloin
290,3 g,A super power fish recipe for bodybuilders.,16 g,superpower-trout-almandine-header-960x540.jpg,"2 serving (4oz) trout;¼ cup white wine;¾ tsp light butter spread;¼ lemon yields lemon juice;⅛ cup almonds, slivered;1 tbsp parsley, dried",33 g,Superpower Trout Almondine,https://www.bodybuilding.com/recipes/superpower-trout-almandine
227,34 g,Here's a cool Valentine's Day recipe for strawberry shortbread whipped pie.,9 g,fit-dinner-for-two-graphic-5-header-960x540.jpg,"1 crust keebler Ready Crust, Graham Pie Crust, reduced fat;1 box sugar-free fat-free chocolate pudding powder;¼ cup strawberries, sliced;2 tsp powdered Stevia;⅓ container dairy-free reduced fat whipped topping;1 fl oz water",2 g,Strawberry Shortbread Whipped Pie,https://www.bodybuilding.com/recipes/strawberry-shortbread-whipped-pie
375,26 g,Check out this great broccoli salad recipe,12 g,muscle-density-broccoli-salad-header-960x540.jpg,"½ lb sirloin steak, about 1 inch thick;1 cup broccoli;1 cup stalk celery, finely diced;1 cup 1/2  pieces green Beans;½ cup mushrooms, sliced;1 whole green onion, chopped;½ tbsp red wine vinegar;½ tbsp lemon juice;¼ cup (8 fl oz) yogurt, fat-free;½ tsp or 1 packet yellow mustard;¼ tsp, ground pepper;2 cup lettuce;½ medium whole (2-3/5  dia) tomatoes;1 bunch flat-leaf parsley",41 g,Muscle Density Broccoli Salad,https://www.bodybuilding.com/recipes/muscle-density-broccoli-salad
440,59 g,A great sloppy joe recipe.,10 g,big-bills-sloppy-gyms-recipe-057-header-960x540.jpg,"1 lb lean ground beef;¼ tsp, leaves oregano;¼ cup fresh basil leaves;¼ tsp, leaves thyme;⅛ cup, chopped or diced peppers, hot chili, red;1 dash black pepper;⅛ tsp chili powder;4 pita, large (6-1/2  dia) whole-Wheat Pita Bread;1 can Ragu sauce",28 g,Big Bill's Sloppy Gyms,https://www.bodybuilding.com/recipes/big-bills-sloppy-gyms
140,22 g,A tasty tuna and fruit salad.,1 g,tuna-fruit-salad-recipe-140-header-960x540.jpg,"1 slice (4-2/3  dia x 3/4  thick) pineapple;1 can tuna, canned in water;½ cup nonfat plain Greek yogurt;½ tsp curry powder;½ tsp vanilla extract;¼ cup raisins;¼ cup, quartered or chopped apples;4 leaf, medium butter leaf lettuce;1 small pear, sliced",12 g,Tuna Fruit Salad,https://www.bodybuilding.com/recipes/tuna-fruit-salad
109,17 g,Check out this rice and spinach recipe.,1 g,spinach-and-rice-header-960x540.jpg,"⅓ cup white Rice;3 tbsp fat-free cottage cheese;1 large egg whites;1 bunch flat-leaf parsley;2 sprigs fresh dill;1 tsp, ground pepper;2 cup baby spinach;3 tsp bread crumbs",9 g,Spinach And Rice,https://www.bodybuilding.com/recipes/spinach-and-rice
325,24 g,Check out this great chicken recipe from the islands!,5 g,waikiki-universal-chicken-header-960x540.jpg,"20 oz chicken breast;½ cup ground ginger;¼ whole green pepper, cut into strips;½ cup all-purpose flour;¼ tsp olive oil;1 tsp, ground pepper;½ cup, chunks pineapple;½ cup water;¾ cup cider vinegar",46 g,Waikiki Universal Chicken,https://www.bodybuilding.com/recipes/waikiki-universal-chicken
91,21 g,Check out this great tuna and rice recipe!,2 g,recipes-for-bodybuilders-2-header-960x540.jpg,"2 cup white Rice;1 tsp, leaves oregano;1 dash table salt;16 oz shrimp, precooked and diced;1 tsp curry powder;1 tsp cayenne pepper;1 small whole (2-2/5  dia) tomato, diced",25 g,Curry Shrimp on Rice,https://www.bodybuilding.com/recipes/curry-shrimp-on-rice
651,62 g,"Growth doesn't always come easy, but this muscle-building meal is guaranteed to deliver serious gains for even the scrawniest hardgainers.",25 g,creamy-avocado-chicken-pasta-header-960x540.jpg,"7 oz chicken breast;4 oz quinoa pasta;2 avocado;½ cup nonfat plain Greek yogurt;1 tbsp garlic, minced;½ cup fresh basil leaves;1 lemon yields lemon juice;salt and pepper to taste",44 g,Creamy Avocado Chicken Pasta,https://www.bodybuilding.com/recipes/creamy-avocado-chicken-pasta
73,16 g,"Instead of chugging down an alcoholic beverage, why not feed your body and prime your muscles so they'll be ready for a nice post-game workout? Try this easy Popsicle recipe using plastic Dixie cups.",0 g,kiwi-lime-popsicles-header-960x540.jpg,8 whole kiwi;12 tablet labrada HICA-Max;2 tbsp lime juice,1 g,Anabolic Kiwi-Lime Popsicles,https://www.bodybuilding.com/recipes/anabolic-kiwi-lime-popsicles
573,70 g,"When I first started drinking green smoothies, I immediately felt a difference in my energy and digestion. And now, with the new Lean Body Natural protein, I can enjoy the same delicious, natural green smoothie with an extra boost of protein complemented by a faint hint of vanilla! This is just the fuel you need to power through the day or your next workout. Your taste buds will thank you just as much as your muscles will!",19 g,7-lean-meals-labrada-image-6-header-960x540.jpg,"1 scoop lean Pro 8 protein;1 cup 1  pieces, loosely packed kale;½ fruit, without skin and seed avocado;⅓ large (8  to 8-7/8  long) banana;¼ cup, chunks pineapple;3 whole strawberries, frozen;¼ cup water",31 g,Lean and Green Meal Replacement Smoothie,https://www.bodybuilding.com/recipes/lean-and-green-meal-replacement-smoothie
417,52 g,"A simple nutrition plan will ensure you go the distance and have a lifetime of good health. There's no need to use store-bought pancake mix full of flour and sugar. All you need is oatmeal and Lean Pro 8. The creamy taste of Lean Pro 8 vanilla sets these protein pancakes apart from all others you may have tried. Be careful not to sample the batter&mdash it may not make it to the skillet. And yes, I'm speaking from experience. It's that good!",9 g,7-lean-meals-labrada-image-5-header-960x540.jpg,"1 large egg whites;½ cup oatmeal, cooked;½ medium (7  to 7-7/8  long) banana;½ cup blueberries;1 tsp baking powder;1 scoop lean Pro 8 protein",32 g,"Lean Pro 8 Banana, Blueberry, and Oatmeal Pancakes",https://www.bodybuilding.com/recipes/lean-pro-8-banana-blueberry-and-oatmeal-pancakes
459,55 g,"So you've just demolished your workout and even hit a personal best on one of those stubborn lifts you've been stuck on. Now, you only have one thing on your mind: refuel! Instead of racing to the grocery store to stock up on Ben & Jerry's, reach for your case of Labrada ISO LeanPro and a Gold Bar. With them, you can create a muscle-building banana split that's so good even Mr. Olympia would shed tears of joy.",7 g,7-lean-meals-labrada-image-4-header-960x540.jpg,7 oz nonfat plain Greek yogurt;½ scoop lean Pro 8 protein;1 tbsp vanilla extract;1 medium (7  to 7-7/8  long) banana;½ bar musclepharm Combat Crunch Bar,44 g,Lean Body Banana Split With Protein Ice Cream,https://www.bodybuilding.com/recipes/lean-body-banana-split-with-protein-ice-cream
310,13 g,"Not only is salmon packed with protein, it's also full of healthy fats and nutrients. By all accounts, salmon is one of the best protein sources to add to your diet, but it can be difficult to cook and enjoy. It often takes trial and error to get your salmon recipe just right. I can save you time and heartache by sharing one of the easiest, tastiest recipes for salmon I know. You'll likely already have all of the ingredients in your refrigerator. Enjoy!",14 g,7-lean-meals-labrada-image-3-header-960x540.jpg,"5 oz wild salmon;½ tsp dijon mustard;1 tsp olive oil;1 tsp garlic, minced;½ lemon yields lemon juice;1½ cup asparagus;½ tbsp garlic, minced",33 g,Mustard Baked Salmon with Grilled Asparagus,https://www.bodybuilding.com/recipes/mustard-baked-salmon-with-grilled-asparagus
487,27 g,"If you're looking for a way to spice up your routine chicken breast recipe, then give this recipe a try! I must warn you, though: You may never eat a regular chicken breast again! It's also highly likely that you'll spend the rest of your days trying to make each attempt of this recipe better than the last!",12 g,7-lean-meals-labrada-image-2-header-960x540.jpg,"6 oz chicken breast;½ cup spinach;1 small whole (2-2/5  dia) tomato, diced;2 oz reduced-fat feta cheese;½ cup brown rice",66 g,Spinach Tomato Feta Cheese Stuffed Chicken Breast,https://www.bodybuilding.com/recipes/spinach-tomato-feta-cheese-stuffed-chicken-breast
297,34 g,"Delicious, quick, affordable, and healthy: those are the qualities I look for when I'm planning my diet. That's why I like incorporating meatballs into my weekly meal prep. Not only can I make them using different meats, but I can pack in a lot of delicious protein at a small cost with little hassle. Add your carb source and veggies, and you've got a certified muscle-building meal without breaking the bank.",8 g,7-lean-meals-labrada-image-1-header-960x540.jpg,"6 oz lean ground beef;½ cup spinach;¼ cup red onion, diced;1 tbsp garlic, minced;½ tsp cumin;1 salt and pepper to taste;¼ cup spinach noodles;⅛ cup marinara sauce;1½ cup spinach;5 tomato cherry tomatoes;1 tbsp low-fat parmesan cheese",22 g,Lean Beef Spinach Meatball Pasta,https://www.bodybuilding.com/recipes/lean-beef-spinach-meatball-pasta
109,9 g,"This Italian specialty is probably one of the most delicious combinations of flavors ever created. Layer fresh tomato, mozzarella, and basil, and you have a beautiful dish that is impossible not to like!",5 g,caprese-salad-header-960x540.jpg,2 small whole (2-2/5  dia) tomatoes;8 oz mozzarella cheese;cup fresh basil leaves,8 g,Caprese Salad,https://www.bodybuilding.com/recipes/caprese-salad
43,5 g,"These excellent skewers are made with an Asian twist. The tangelos and teriyaki go perfectly with protein-packed chicken. It's a yummy, healthy, fun dish that's secretly easy but looks gourmet.",0 g,teriyaki-tangelo-chicken-skewers-header-960x540.jpg,"2 tangelo orange;6 serving 2 slices chicken breast, oven-roasted, sliced;2 tbsp teriyaki sauce, fat-free",6 g,Teriyaki Tangelo Chicken Skewers,https://www.bodybuilding.com/recipes/teriyaki-tangelo-chicken-skewers
101,6 g,"If you're watching your carb intake, these skewers are a great choice. The healthy fats from the avocado and the lean protein from the turkey are a perfect way to meet your nutritional goals without any extra or empty calories.",6 g,turkey-avocado-skewers-header-960x540.jpg,2 avocado;10 oz (1 serving) low-fat deli turkey;1 tsp walden Farms Raspberry Vinaigrette,5 g,Turkey Avocado Skewers,https://www.bodybuilding.com/recipes/turkey-avocado-skewers
18,2 g,"The tuna and crackers snack is good, sure, but sometimes you need to add a little ""fancy"" to your nutrition. Instead of crackers, use fresh cucumber, and eat crab instead of tuna. It's a wonderfully refreshing low-cal play on an old favorite.",0 g,cucumber-crab-wraps-header-960x540.jpg,"3 oz crab meat;2 tbsp fat-free mayonnaise;1 whole cucumber, thinly sliced;½ tbsp scallions, sliced;2 tsp dill pickle relish",3 g,Cucumber Crab Wraps,https://www.bodybuilding.com/recipes/cucumber-crap-wraps
112,12 g,Putting together sweet pears with salty prosciutto is a seriously tasty treat. The combination of textures just makes it even better. Bring this dish to a get-together and I bet you won't even get to eat one.,5 g,red-pear-and-prosciutto-skewers-header-960x540.jpg,2 medium red pears;1 package prosciutto;1 tsp walden Farms Balsamic,6 g,Red Pear And Prosciutto Skewers,https://www.bodybuilding.com/recipes/red-pear-and-prosciutto-skewers
196,18 g,"Even though my first love is pizza, I've always had a sweet spot for maple donuts. Sadly, with all that trans fat and processed sugar, they might just be the worst thing for you. This probably explains why I feel like total crap after eating just half of one.",4 g,super-bowl-2015-3-healthy-super-swole-recipes-3-header-960x540.jpg,⅓ cup oat flour;1 scoop(s) vanilla protein powder;¼ cup powdered Stevia;2 tbsp ground flaxseed;1 tbsp coconut flour;½ tsp baking powder;¼ cup unsweetened almond milk;¼ cup egg whites;¼ cup unsweetened applesauce;1 tsp coconut extract;1 tsp butter extract;¼ cup sugar-free maple syrup;1 scoop(s) vanilla protein powder;¼ packet gelatin powder,22 g,Maple-Glazed Protein Donuts,https://www.bodybuilding.com/recipes/maple-glazed-protein-donuts
429,57 g,"I'm really picky when it comes to my pizza, especially about the sauce. That's why I am so freaking stoked about this dish. Not only does it have over 30 g protein and only 415 calories per pizza, but the sauce is perfect. If you like a crispy-crust pizza with flavorful sauce, you'll love this.",8 g,sausage-supreme-pita-pizza-header-960x540.jpg,"1 pita, large (6-1/2  dia) whole-Wheat Pita Bread;¼ cup low-sodium tomato sauce;¼ cup part-skim mozzarella cheese;1 link andouille chicken sausage;¼ cup mushrooms, sliced;¼ cup, sliced green bell pepper;1 tbsp low-fat parmesan cheese;1 tsp crushed red pepper flakes",31 g,Sausage Supreme Pita Pizza,https://www.bodybuilding.com/recipes/sausage-supreme-pita-pizza
118,3 g,"Everyone's favorite dip goes a bit ""lighter"" with this skinny Buffalo chicken creation. It might be lower in calories and fat, but it's big on flavor! And there's three easy ways to prepare it. Just make sure not to blow all the calories on chips.",4 g,skinny-buffalo-dip-header-960x540.jpg,"4 oz fat-free cream cheese;1 cup nonfat plain Greek yogurt;1 cup part-skim mozzarella cheese;½ cup red hot sauce;½ cup, crumbled, not packed blue cheese;1 tbsp ranch seasoning;3 cup chicken breast, shredded",18 g,Skinny Buffalo Chicken Dip,https://www.bodybuilding.com/recipes/skinny-buffalo-chicken-dip
58,5 g,"Later, Alfredo. Drape your pasta dish with this guilt-free, protein-packed sauce instead.",2 g,mac-and-cheese-sauce-header-960x540.jpg,"½ cup milk (2% fat);¼ cup pea protein powder;¼ cup reduced fat cheddar cheese, shredded;1 tbsp coconut flour;garlic salt to taste;1 tsp italian seasoning to taste;1 tsp, leaves basil, dried",4 g,"High-Protein, Low-Carb Mac And Cheese Sauce",https://www.bodybuilding.com/recipes/high-protein-low-carb-mac-and-cheese-sauce
184,25 g,"Take your love of mac and cheese to the next level with this variation that can be incorporated into even the cleanest of meal plans. A dose of Greek yogurt helps bring the calorie count down and protein levels up, while favorite additions like goat cheese, mozzarella, and turkey help give the dish a hearty feel. Yum!",4 g,high-protein-mac-and-cheese-header-960x540.jpg,"4 strip low-sodium turkey bacon;4½ oz gluten-free quinoa macaroni;1¾ cup nonfat plain Greek yogurt;2 oz goat cheese;½ cup fat-free mozzarella cheese;1 tbsp garlic, pureed;1 tsp chopped chives;salt and pepper to taste",13 g,White Turkey Mac And Cheese,https://www.bodybuilding.com/recipes/white-turkey-mac-and-cheese
327,32 g,"Move over, disco fries! Who needs all that grease, gravy, and artery-clogging cheese when you can have this version of a healthy cheat? Dig into this pile of guilt-free spuds that are topped with all the fixings.",15 g,6-healthy-comfort-food-recipes_01-header-960x540.jpg,"2 potato large (3  to 4-1/4  dia. red potato, baked;5 oz ground 99% fat-free turkey breast;⅓ cup part-skim mozzarella cheese;1 tbsp garlic powder;1 whole green onion, chopped;1 tbsp red chili sauce;¼ cup coconut oil;1 tsp sea salt",16 g,Chipotle Chili Turkey Cheese Fries,https://www.bodybuilding.com/recipes/chipotle-chili-turkey-cheese-fries
479,42 g,"Ditch the cream of chicken soup, butter, and mayonnaise, and try this heart-healthy take on a family classic! It's good for your muscles and easy on your taste buds.",5 g,chicken-and-broccoli-casserole-header-960x540.jpg,"15 oz chicken breast;1½ cup nonfat plain Greek yogurt;1 cup low-sodium chicken broth;8 oz fat-free mozzarella cheese;2 cup quinoa and brown rice mix;2 cup broccoli;¼ cup red onion, diced;½ cup whole-wheat panko bread crumbs;1 tbsp italian seasoning;salt and pepper to taste",66 g,Chicken And Broccoli Casserole,https://www.bodybuilding.com/recipes/chicken-and-broccoli-casserole
472,56 g,"The high note of this recipe is that each serving packs 32 whopping grams of protein. If you ask me, that's quite a catch! If you're feeling cheesy, I like to top a bowl with some reduced fat or fat-free cheese, too.",7 g,diesel-on-a-dime-3-recipes-for-under-20-1-header-960x540.jpg,"6 can tuna, canned in water;1 tbsp chili powder;⅞ 14 oz can kidney beans, canned;⅞ 16 oz can black beans, drained and rinsed;¾ cup salsa;10 tsp sriracha;1 small whole (2-2/5  dia) tomatoes;4 cup garlic, minced;2 tbsp canola oil;⅛ whole green pepper, cut into strips;⅛ cup, chopped sweet pepper, red;⅛ whole yellow pepper, sliced;⅛ whole onion, finely diced",45 g,Sriracha Tuna Chili,https://www.bodybuilding.com/recipes/sriracha-tuna-chili
250,45 g,"This is one cold-weather dish that proves meatless chili isn't just for vegans. With a hearty dose of protein, this bowl of veggie goodness shows that you can build muscle and lose weight on a vegan diet. It's all about consuming the right portions and macronutrient ratios to support your fitness goals.",3 g,spicy-vegan-freekeh-chili-header-960x540.jpg,"2 cup freekeh, cooked;15 oz low-sodium tomato sauce;2 tomatoes;2 cup low-sodium vegetable broth;15 oz dark kidney beans;15 oz low-sodium black beans;1¾ cup kernels corn kernels, frozen;1 cup red onion, diced;2 clove garlic, minced;1 cup cilantro;1 tbsp coconut oil;1 tbsp paprika;1 tsp coriander;1 tsp ground chipotle powder;1 tsp cumin",11 g,Spicy Vegan Freekeh Chili,https://www.bodybuilding.com/recipes/spicy-vegan-freekeh-chili
137,19 g,"Bypass the heavily processed, freezer-frosted childhood favorite for this healthy, cheese-dusted alternative. You can have your omega-3s and enjoy them, too. Pair with a yogurt-based dipping sauce and a wedge of lemon for a classic touch.",4 g,6-healthy-comfort-food-recipes-crispy-parm-fish-sticks-header-960x540.jpg,"2 whole 4 oz tilapia fillets;1 package (6 oz) bread stuffing, bread, dry mix;2 tbsp coconut flour;¼ cup low-fat Parmesan cheese;1 tsp cayenne pepper;1 whole egg;1 tbsp liquid egg whites;½ cup vanilla, nonfat greek yogurt;¼ cup red onion, diced;½ tsp coriander;½ cup lemon juice;1 salt and pepper to taste",7 g,Crispy Parmesan Fish Sticks,https://www.bodybuilding.com/recipes/crispy-parmesan-fish-sticks
255,27 g,"This recipe from ""Palm Sized Plan,"" by Matt Lovell (Buckingham Book Publishing, 2011), is a hearty meal that'll serve a handful of your friends for less than the cost of buying them each a round.",6 g,comfort-stew-header-960x540.jpg,"400 g lamb neck fillets, diced;2 clove garlic, minced;3 onion, finely diced;1 tsp chili powder;1 tsp coriander;1 tsp cumin;1 tsp cinnamon;440 g tomatoes, canned;2¼ cup beef stock;2 carrots, sliced;400 g green lentils, cooked;4 bay leaf;1 whole lemon",23 g,Comfort Stew,https://www.bodybuilding.com/recipes/comfort-stew
525,67 g,"Overnight oatmeals are one of my favorite recipes because they're incredibly easy to make, and you can make huge batches of them. For the purposes of this article, I'll be making one serving (or two, if you'd like to split it) of this protein-infused oatmeal that I swear tastes just like lemon pie! Make this the night before you want to eat it, and it'll be ready to hit you right in the taste buds in the morning.",6 g,lemon-pie-overnight-oatmeal-header-960x540.jpg,½ cup unsweetened almond milk (vanilla);1 tbsp coconut flour;½ cup rolled oats;1 tsp lemon juice;1½ scoop(s) vanilla whey protein powder;½ tsp vanilla extract;½ banana;2½ oz fat-free lemon Greek yogurt;8 g sugar-free fat-free lemon pudding,49 g,Lemon Pie Overnight Protein Oatmeal,https://www.bodybuilding.com/recipes/lemon-pie-overnight-protein-oatmeal
154,8 g,"When money is tight, the next best thing after the ""chicken of the sea"" is actual shredded chicken from a can. We're going to transform these into something like a sort of balled-up chicken parmesan. They're easy and scrumptious, and they're even better if you top them with some tomato sauce and mozzarella cheese!",6 g,canned-chicken-parmesan-balls-header-960x540.jpg,"2 can (5 oz) yields canned chunk chicken breast, drained;2 egg;56 g fat-free mozzarella cheese;40 g low-fat parmesan cheese;64 g wheat germ;61 g tomato sauce, canned;½ tsp, ground basil, dried;½ tsp, ground oregano;½ tsp parsley, dried;½ tsp crushed red pepper flakes",16 g,Canned Chicken Parmesan Balls,https://www.bodybuilding.com/recipes/canned-chicken-parmesan-balls
214,13 g,Use this recipe from sports nutritionist Matt Lovell after a training session or anytime you want a new take on that tired old chicken.,10 g,piri-piri-chicken-livers-header-960x540.jpg,"1 lb chicken liver, washed and cubed;1 onion, sliced;1 tsp paprika;1 clove garlic, minced;1 tbsp lemon juice;1 red bell pepper, sliced;2 cup spinach;½ tsp piri piri seasoning;½ tsp allspice, ground;2 tbsp olive oil;½ cup flat-leaf parsley;1 cup white Rice",17 g,Piri Piri Chicken Livers,https://www.bodybuilding.com/recipes/piri-piri-chicken-livers
473,7 g,"All that fat is a waste unless it's turned to crunchy crackling, so we turned to the king of crisp, celebrity chef and restaurateur Jamie Oliver, for his take on getting your pork up to scratch.",45 g,crispy-pork-belly-header-960x540.jpg,"1½ lb pork belly;2 red onion, sliced;2 carrots, sliced;2 stalk celery;10 clove garlic, minced;1 tbsp, ground thyme;600 ml water",9 g,Crispy Pork Belly,https://www.bodybuilding.com/recipes/crispy-pork-belly
392,13 g,Enjoy this recipe from Allinson that'll turn cheap ingredients into an expensive-tasting feast.,15 g,braised-beef-cheeks-header-960x540.jpg,"3 whole beef cheeks;4 carrots, sliced;2 clove garlic, minced;4 stalk celery, finely diced;4 turnips, peeled and chopped;1 serving (5 fl oz) red wine;1 bay leaf;salt and pepper to taste;2 tbsp olive oil;1 onion, finely diced;1 tsp rosemary;1 tbsp, leaves thyme",51 g,Braised Beef Cheeks,https://www.bodybuilding.com/recipes/braised-beef-cheeks
856,95 g,"Constantly replenishing your supply of protein powder can be a strain on your wallet, so here's a weight-gaining recipe that doesn't use protein powder. Instead you get quality sources of protein from liquid egg whites and Greek yogurt, which add the ""yum"" factor to your smoothie. If you want to add extra calories and sweetness, use a frozen banana instead of ice.",25 g,diesel-on-a-dime-4-perfect-bodybuilding-recipes-mass-building-no-powder-protein-smoothie-header-960x540.jpg,"1 cup milk (2% fat);½ cup rolled oats;1 small (6  to 6-7/8  long) banana;1 tbsp natural peanut butter;4 tbsp pB2 powdered peanut butter;2 tbsp cocoa powder, unsweetened;9 tbsp liquid egg whites;2 tbsp ground flaxseed;5 oz nonfat plain Greek yogurt;1 tsp vanilla extract;½ cup ice",62 g,Mass Building No Powder Protein Smoothie,https://www.bodybuilding.com/recipes/mass-building-no-powder-protien-smoothie
210,19 g,"This chili recipe is mild in terms of heat. For an extra kick, add in Sriracha or some other hot sauce. For additional calories, top your chili with sour cream, cheese, bacon, or anything else you can think of!",4 g,diesel-on-a-dime-4-perfect-bodybuilding-recipes-quick-n-easy-turkey-chili-header-960x540.jpg,"1½ tbsp olive oil;1⅓ lb ground 99% fat-free turkey breast;2 cup water;½ whole red onion, sliced;1 small red bell pepper, sliced;1 tsp garlic, minced;1 tbsp green chilies, diced;⅛ cup red pepper, roasted, thinly sliced;15 oz black beans, drained and rinsed;16 oz kidney beans, canned;1 tsp red chili powder;2 cup tomatoes, crushed, canned",24 g,Quick And Easy Turkey Chili,https://www.bodybuilding.com/recipes/quick-and-easy-turkey-chili
466,38 g,"I heard you wanted s'more recipes (get it, get it?), so here's one for a cheesecake. I know what you're thinking: ""You're killin' me, smalls!""",22 g,smores-protein-cheesecake-header-960x540.jpg,2 whole egg;1 scoop(s) vanilla whey protein powder;12 oz fat-free cream cheese;¼ cup powdered Stevia;1 tsp vanilla extract;2 tsp lemon juice;½ tsp cinnamon;⅔ cup of miniature marshmallows;1 tbsp natural peanut butter;1 tsp brown sugar;4 oz square bakers chocolate squares;4 cracker graham crackers,29 g,Smores Protein Cheesecake,https://www.bodybuilding.com/recipes/smores-protein-cheesecake
455,78 g,"No powder, no problem! Just like the previous protein smoothie, you can use liquid egg whites and Greek yogurt for protein, and a broader spectrum of other nutrients, in this tasty recipe. While I chose to use vanilla-flavored yogurt, you can also use strawberry (or even strawberry banana, if you can find it) to enhance the fruit flavors used in this recipe.",1 g,diesel-on-a-dime-4-perfect-bodybuilding-recipes-strawberry-banana-no-powder-protein-smoothie-header-960x540.jpg,1 cup nonfat milk;½ small (6  to 6-7/8  long) banana;1 cup strawberries;9 tbsp liquid egg whites;1 container (4 oz) non-fat vanilla yogurt;1 tsp vanilla extract;½ cup water,32 g,Strawberry Banana No-powder Protein Smoothie,https://www.bodybuilding.com/recipes/strawberry-banana-no-powder-protein-smoothie
